tweet_preprocessed,NETRAL,MENGUATKAN,MELEMAHKAN
kristia ferdinandhaean pandumnarimo partai koalisi pusat kamu diam saja pindah ibu partai dukung kamu diam saja proyek kereta api cepat partai dukung kamu diam saja partai dukung revisi uu kpk kamu diam saja kamu benci korupsi sayank korupsi,0.0,0.0,1.0
beberapa tahun terakhir kpk selalu dilanda polemik mulai revisi uu seleksi pimpinan kontroversi hingga pemecatan pegawai berdalih twk kumparannews,1.0,0.0,0.0
ardy kpkri bohir saudara laki-laki kuat karena bohir,0.0,1.0,0.0
koordinator penggerak milenial indonesia pmi m adhiya muzakki mengapresiasi upaya presiden jokowi kopolri bermaksud merekrut pegawai kpk tidak lulustes wawasan kebangsaan twk kpk masuk menjadi asn polri,0.0,0.0,1.0
gandjarbondan kpkri mirip phk memang dilawan penindasan hak pelemahan kpk,0.0,0.0,1.0
tvonenews betul masitulah mereka mati an melakukan revisi uu kpk termyata suksesnkri jadi negara terkorup dunia,1.0,0.0,0.0
novrdx mohmahfudmd kpkri lha penyandang dananya kuat,0.0,1.0,0.0
prabusatya wartawanpensiun kpkri maklum lah kpk udh gajelas skrg mungkin besok mengurus poligami karena soal tes wawasan kebangsaan kebangsaan kebangsaan ada poligaminya,0.0,1.0,0.0
kpkri hari kesaktian pancasila smga bangsa rakyat indonesia semakin bersatu kuat keutuhan nkrisekali merdeka tetep merdeka nkri harga mati,0.0,0.0,1.0
novel baswedan megalomania merasa dia yang berantas korupsi kpk nyatanya kpkri tetap nangkap wakil ketua dpr ri novel sudah terlalu asyik makan kpk si novel,0.0,1.0,0.0
inggar jojo rasputinkw mohmahfudmd hahaha guoblokkk kpk punya komisioner sejak kapan nat sejak jkw revisi uu kpk nat kok penyidik salah berhasil ott buanyak koruptor lho meski recehan salahnya penyidik menjalankan tugas yang diberikan baik kamu pernah pecat bawahan,0.0,0.0,1.0
tolak pelemahan kpk mahasiswa sumut gerudukkantor dprd,0.0,0.0,1.0
mohmahfudmd dulu diluar kritik jokowisekarang ngathok tk berdaya padhal menaungi hukum lho kalah sama konglomerat perampok sda diantaranya jadi mentri oligarki penghancur kpk,1.0,0.0,0.0
rakyatrecehan beda nyasatpan dilantik outsorcingkpk pilih dpr,0.0,1.0,0.0
ryawiedy jadi inget nazaqistsha dan kawan-kawan yang keras kepala mau stay kpkri,0.0,0.0,1.0
tempodotco koruptor mendukung revisi uu kpk,0.0,0.0,1.0
ada pelemahan kpk tes twk bukti pegawai lulus tes twk memiliki integritas jiwa nasionalisme tinggi,1.0,0.0,0.0
bekas wakil ketua dpr disebut punya orang amankan kasus kpk,0.0,0.0,1.0
emyon acykvacy weird radityachavvah demo september kan menentang revisi uu kpk mas otomatis kepentingan semua orang dong mungkin masnya anak koruptor beda kasus,0.0,0.0,1.0
seknasri jokowi kpkri nazaqistsha yudiharahap girisuprapdiono mohmahfudmd listyosigitp pintu untuk menunjukkan kualitas mohmahfudmd sebenarnya dr sjk ramai revisi uu kpk signal dr mmg butuh dicerna lbh apalagi kemarin kasih statement soal iseng simak siapapun yang coba bermain biar terjebak dlm permainannya sendiri kspgoid,1.0,0.0,0.0
ferdinandhaean kpkri dprri,0.0,1.0,0.0
katabewe benar kapolri melirik untuk penguatan keren kalau kelak peran kpk berkurang dan polri lebih kuat,0.0,1.0,0.0
syarman mohmahfudmd buat apa kpkri mengadakan twk yang tidak lulus twk kpk ditampung jadi asn polri apa bukan pelemahan kpk namanya lebih baik bubarkan kpk lebur menjadi bagian khusus menangani korupsi polri,0.0,1.0,0.0
mei presiden joko widodo alias jokowi pernah mengatakan hasil tes wawasan kebangsaan twk tidak sertamerta dijadikan dasar pemberhentian pegawai kpk tidak lolos,0.0,1.0,0.0
kpk kuat indonesia hebat kpk kpkupdates,1.0,0.0,0.0
ferdinandhaean hamaroid kpkri dprri halu mania,1.0,0.0,0.0
ferdinandhaean kpkri dprri,0.0,1.0,0.0
ikihendrie lzzycrazy ferdinandhaean kpkri kejaksaanri oow jadi masih seperti wajah hukum negeri yang kuat yang kebal hukum,1.0,0.0,0.0
leonidz ketumprodemnew zuxylau jokowi erickthohir kpkri bantu saya korban misselling asuransi jiwa,0.0,0.0,1.0
revisi uu kpk akhirnya memperoleh hasil yang diinginkan kepercayaan publik turun terus lembaga pun punya alasan dibubarkan mesinkorupsi,0.0,1.0,0.0
kyongemas dennysiregar kpkri juga kejaksaan si oknum jaksa pengibar bendera hti sudah duluan dikembalikan institusi asalnya kejaksaan adanya tes masuk pegawai negeri yang tes wawasan kebangsaan bagi pegawai kpk,0.0,1.0,0.0
polri mengundang mantan pegawai kpk tidak lulus tes wawasan kebangsaan twk terkait rencana rekrutmen asn polri,1.0,0.0,0.0
ferdinandhaean kpkri dprri numpang ketawa wkwkwk,0.0,1.0,0.0
tomcruzz anyelirdarlaaa kpkri ferdinandhaean kspgoid divhumaspolri binofficialri iya punggawa negara harus benar apal pancasila tidak masa depan bangsa repot kedua litsus harus menyeluruh jaringan radikalisme sdh mana jangan kepalanya nyatanya membangun jaringan amp paling berkamuflase polhukamri jokowi,0.0,0.0,1.0
disingkirkan berkiprah lembaga kpk bertahuntahun lamanya berbagai kasus besar dan sedang ditangani korupsi bansos revisi uu kpk tahun ditolak aliansi masyarakat sipil terbukti membawa madharat yang begitu besar,0.0,1.0,0.0
netizen semakin yakin penemuan bendera hti kpk security kena pecat dilakukanlah test wawasan kebangsaan terbukti mantan kpk tidak lolos twk,1.0,0.0,0.0
mwlkpk,1.0,0.0,0.0
ferdinandhaean kpkri dprri ngehalu dulu saja om gusnnti kalau selesai ngehalu bangun cuci muka mandisiapin kopi cari nasi bungkus makan cepat tuh sadar kalau ngehalu gak baik buat kesehatan cepat rasa malunya kerasa,0.0,0.0,1.0
oposisicerdas setuju pakai bingit istana kepemimpinan jkw sangat lemah tunduk pada partai emak dan oligarki kpk selama th dipimpin firl sangat menyedihkan cuma dapat hitungan jari kasus korupsi bahkan yang buron tahunan reformasidikorupsi,1.0,0.0,0.0
the targeted killings of sikhs in pakistans khyber pakhtunkhwa kpk province have increased significantly in the last few years local media reported according to a report in the daily wattan the sikh community in kpk has started migrating to other parts of pakistan in hope,1.0,0.0,0.0
tomcruzz kpkri iyaa lah wong kadal selulup oli makan e stempet makane angel nyekel e,0.0,0.0,1.0
dulu fahri hamzah pernah bilang kpk busuk okelah anggap statemennya benar meskipun ga lihat realnya lucunya kpk skrng jelas terlihat busuk fh bahkan dukung kpk dalih regenerasi amp perbaikan from the gi to the lah,0.0,0.0,1.0
pegawai resmi dipecat september koalisi sipil jokowi salah satu otak pelemahan kpk,0.0,1.0,0.0
santorinissun alhamdulillah puji tuhansaya yakin kpk semakin kuat bajak laut,0.0,1.0,0.0
kpkri smoga menjadikan introspeksi diri jajaran kpk harapan rakyat tinggi mendapat tantangan yang sangat berat diperlukan integritas super kuat dalam kpk harapan rakyat negeri makmur sgala potensi alamnyalakukan negeri negeri indonesia,0.0,0.0,1.0
katabewe karena kpk sebuah lembaga ada hoc polri kejaksaan sdh kuat kpk dibubarkan pinjam pendapat ustaz fahrihamzah skg bagaimana sikap dr apa mau terima balapan dg kpk,0.0,0.0,1.0
buyasyafii hariankompas setuju pakai bingit istana kepemimpinan jkw sangat lemah tunduk pada partai emak dan oligarki kpk selama th dipimpin firl sangat menyedihkan cuma dapat hitungan jari kasus korupsi bahkan yang buron tahunan reformasidikorupsi,1.0,0.0,0.0
ferdinandhaean jokowi kpkri nazaqistsha ulaar lidahnya berbusa kamu ketawa lay kwkwk,0.0,0.0,1.0
idrmlyprtm bodoh kuadrat pangkat sembilan kamu uu lamasejak revisi uu kpk jadi dibawah presidentolol kamu,1.0,0.0,0.0
ketumprodemnew jokowi erickthohir kpkri ga mungkin kalau dlm lingkaran ma pa,1.0,0.0,0.0
mudasirromini febridiansyah dennysiregar kpkri nazaqistsha tatakhoiriyah aniesbaswedan mudas fitnah kamu kualitas isi otak kamu koment kamu berdasarkan opini kamu semata bukti yang kuat,0.0,0.0,1.0
bangga diberhentikan kpk perlu disingkirkan melalui tes wawasan kebangsaan melibatkan sekian banyak penyelenggara negara penuh maladministrasi inkompetensi perbuatan sewenangwenang melanggar hak asasi manusia,1.0,0.0,0.0
citychief never seen him celebrate like that used to be calm and cold look what the game has done to him,0.0,0.0,1.0
isu pelemahan kpk relevan,0.0,0.0,1.0
sebelumnya pasca revisi undangundang kpk orang pegawai kpk dinyatakan lulus tes wawasan kebangsaan termasuk dalamnya penyidik senior novel baswedan,1.0,0.0,0.0
nikopurba jokowi kpkri pipkpk crystal clear sih nik jangan lepas,0.0,0.0,1.0
hari pegawai kpk resmi disingkirkan kpk duka rakyat indonesia bukti nyata perlawanan balik oligarkhi korupsi nyata adanya apapun kita tetap kuat berjuang tapele jangpele indonesiamemanggil,0.0,0.0,1.0
febridiansyah bukan isu taliban mas isu hti lho kalau taliban kan segala macam dalil bantahan banyak isu hti pegawai kpk disingkirkan kpk brhenti bahkan bnyak kok yang dibekuk bhkan wk ktua dpr juga bekuk narasi kpk dilemahkan atau gk kerja lucu kan,0.0,0.0,1.0
menteri jokowi disebut pandora papers prodem desak kpk bongkar,1.0,0.0,0.0
ferdinandhaean kpkri dprri kelihatan bodonya gus umar,0.0,0.0,1.0
breaking ricky kuswana perwakilan grup aksi amnesty bangka belitung antipati publik integritas kpk asesmen tes wawasan kebangsaan proses alih status menjadi asn mencederai upaya kolektif mencapai keadilan sosial,0.0,1.0,0.0
what the fuck bloon banget so called wakil rakyat gak diperiksa anggota dpr berapa banyak yang sudah dikorupsi sm ini orang sampai rela bayar ritual kebal kpk milyaran ketipu what a moron,0.0,0.0,1.0
korbanmantan cnnindonesia tujuan sebenarnya memang pembubaran kpk dg pinjam suara rkyt nabok nyilih tangan yang diawali dg revisi uu kpk twk untuk menyingkirkan orangyg harus disingkirkan,0.0,1.0,0.0
koordinator penggerak milenial indonesia pmi m adhiya muzakki mengapresiasi upaya presiden jokowi kopolri bermaksud merekrut pegawai kpk tidak lulus tes wawasan kebangsaan twk kpk masuk menjadi asn polri,0.0,1.0,0.0
seknasri azizsyamsuddin kpkri polhukamri mohmahfudmd jokowi miris membacanya memang terbukti semakin sulit menemukan orang yang dipercaya negeri,1.0,0.0,0.0
jokowi putrawadapi katanya mau penguatan kpk pak dulu janji mau menambah penyidik kpk,0.0,0.0,1.0
isu pelemahan kpk relevan,0.0,1.0,0.0
pak listyosigitp mohmahfudmd polhukamri jokowi hentikan segera langkah rekrutmen eks pegawai kpkri terpapar radikalisme gtgt rekrut iwan ismail asn tetap dittipikor bareskrim polri htiancamanri cc kejaksaanri kompolnasri bnptri,0.0,0.0,1.0
tempodotco sejak revisi uu kpk mulai kurang percaya skrg setelah twk jadi tidak percaya,1.0,0.0,0.0
ferdinandhaean kpkri dprri jangan jangan pancasila tidak hafal,0.0,1.0,0.0
beliau diberhentikan dr kpk karena g lolos twk mau direkrut polri emang polri ga perlu pegawai yang memiliki wawasan kebangsaan semakin jelaskan beliaubeliau mau disingkirkan dr kpk,1.0,0.0,0.0
goodboyraff rangkayoitam abdinurabdullah diaririady nazaqistsha alham dengan yang gak lolos twk kpk menjadi lemah begitukah maksudnyapara koruptor beberapa partai ikut menyumbanganda bilang untunguntung apa maksudnya,1.0,0.0,0.0
ferdinandhaean kpkri dprri kakak adek ma gus nur,1.0,0.0,0.0
gind kpkri divhumaspolri kemenkomarves mohmahfudmd yaqutcqoumas saidaqil jokowi psiid kemenkopmk bpipri fpdipjakarta benar cc pksejahtera sbyudhoyono pdemokrat agusyudhoyono syaikhuahmad,1.0,0.0,0.0
febridiansyah dennysiregar kpkri nazaqistsha tatakhoiriyah faham faham qenafa beberafa diantaranya jadi ga lulus twk di fecat,0.0,0.0,1.0
dear uni febridiansyah bertanya domz kenapa yah sprindik dr kpk ga bocor ke tempe sejak uu kpk revisi orang jobless kpk cm nanyak ga jawab tidak apa-apa,0.0,0.0,1.0
pegawai resmi dipecat september koalisi sipil jokowi salah satu otak pelemahan kpk,1.0,0.0,0.0
starfess ri ide yang bagus tampilan foto kpk perlu menyelidiki jokowi betul ga zerrp,0.0,0.0,1.0
rakyat yang lebih rugi rt kompascom ini menjaga budaya organisasi kpk kuat integritas jadi negara sangat rugi kalau menyelamatkan kata samad jernihkanharapan nasional,0.0,0.0,1.0
ekokuntadhi ampe skrg masih adem ayem aje tuh si aseng onta yaman bekingnya terlalu kuat ampe kpkri saja impotensi dlm menindak kebusukan dengan terang an dipertontonkan yang notabane nya dkijakarta adalah gudangnya org pinter nan jenius muak lihat sandiwara penegak hukum skrg,0.0,0.0,1.0
ini satuan pengamanan kpk yang dipecat gara foto bendera hti yang di kantor kpk jokowi,0.0,1.0,0.0
pemadanan data dtks dg nik mrupakan temuan rekomendasi bpkp bapak kpk data padan dg nik dukcapil tidak bisa dberikan bantuan kemensosri,0.0,0.0,1.0
entah berapa banyak kebohongan sudah diproduksi memfitnah nazaqistsha pola yang sama dilakukan panitia khusus angket kpk tahun pasca bang novel disiram air keras tiba viral video testimoni miko panji bahkan miko sempat diundang dpr,1.0,0.0,0.0
hardjokondang febridiansyah dennysiregar kpkri nazaqistsha tatakhoiriyah wkwkwk lulus tes akal akalan pimpinan kpk buktinya kapolri mau mengangkat jadi pns didukung jokowi,1.0,0.0,0.0
ferdinandhaean kpkri dprri orang goblog ngimpi jadi presidenhanya kaum kadrun,0.0,0.0,1.0
strawberryrumah ramlirizal sejak zaman soeharto korupsi sampai institusi terkecil pegawai negeri sengaja digaji rendah korupsi asalkan setia kepada rezim soeharto tiap kelurahan pungli zaman reformasi pemerintah tegas menindak korupsi kpk yang nangkep menteri wakil ketua dpr,0.0,1.0,0.0
pikiranrakyat semua memiliki tujuan sama memang tidak lolos tes wawasan kebangsaan sesuatu cukup serius kepolisian divhumaspolri mengabaikan,0.0,0.0,1.0
takut kena kpk anggota dpr minta turunan nyi roro kidul tertipu rp miliar,1.0,0.0,0.0
wahyoeaffandy kpkri sampaikan rezim jokowi kalau mau buat soal tes wawasan kebangsaan ambil buku ibhrs dprdiamkasuskm dprdiamkasuskm,0.0,0.0,1.0
isu pelemahan kpk relevan,1.0,0.0,0.0
ketumprodemnew donadam jokowi kpkri airlanggahrt kpk berani saya yakin kpk bernyali untuk,0.0,1.0,0.0
geloraco kpk tdklah lemah karena org pegawai tersebut mungkin merasa menyentuh perlu disentuh perlu diingat masanya kpk menyentuh tidak keraguan lgjabatan masanya ketika hilang jantunganstrokewkwkwkkkk,0.0,0.0,1.0
boediantar democrazymedia tahu justru seneng pnya presiden yang powerless jadi gampang diatur smua uu revisi kpk omnibus law tenaga kerja pesanan oligarki koh jowi awalnya mmg pura menolak tapi smua lolosin kok,0.0,0.0,1.0
dukung kpk pecat pegawai tidak lolos twk dpn lkphi mahasiswa jangan terprovokasi pelemahan kpk,1.0,0.0,0.0
ferdinandhaean kpkri dprri cuma berandai bangbiarin saja,0.0,1.0,0.0
pengamat politik universitas andalas asrinaldi mengatakan kapolri menarik pegawai kpk yang lulus tes wawasan kebangsaan twk menjadi aparatur sipil negara asn polri terima kasih pak jokowi jokowi indonesiatangguh indonesiatumbuh,1.0,0.0,0.0
ketumprodemnew jokowi erickthohir kpkri hhmmmm kpk suruh usut,0.0,0.0,1.0
kini uu kpk hasil revisi terbukti memakan korban masa depan pemberantasan korupsi makin buram akankah nyawa randi yusuf amp putri siasia,0.0,0.0,1.0
siaran pers rangkaian kompetisi jaga data challenge jdc kpk melalui menggelar diskusi daring penguatan ekosistem digital sektor kesehatan september,0.0,0.0,1.0
heyhimawan ferdinandhaean bukan lemah sama pemprov dki memang bisa membuktikan kesalahannya melemahkan kpk iya yang kelompok harun masiku juliari batubara sama konconya,0.0,0.0,1.0
twitlogis shaggysolo dennysiregar kpkri si jaksa pengibar bendera yang bermasalah sudah duluan dikembalikan institusinya ke kejaksaan adanya tes penerimaan cpns yang tes wawasan kebangsaan,1.0,0.0,0.0
diundang polri mantan pegawai kpk apresiasi niat kapolri divhumaspolri kpkri kimcipedes,0.0,0.0,1.0
pernyataan jujur seorang jendral polisi tengah gaduh negeri setengah partai politik berkuasa independensi kpkri kebiri dengan revisi uu kpk pegawai asnkan penyidik senior singkirkan twk yang jelas maladministrasi ombudsmanri langgar komnasham,1.0,0.0,0.0
citychief sportwitness hes too much unless tixik is making a statement,0.0,1.0,0.0
jokowi sebut kpk semakin kuat,1.0,0.0,0.0
ferdinandhaean kpkri dprri gus kok pekoq jng gus bukan gelar sbg anak kyai tapi kependekan dr agus seperti anaknya pepo,0.0,0.0,1.0
hallirarozi ga perlu bicara fahri bertanggungjawab atas pelemahan kpk koruptor sangat menikmati lemahnya kpk ini jajanan manis pasar tebet,0.0,1.0,0.0
febridiansyah semoga kpk menjadi lebih kuat lebih baik,0.0,1.0,0.0
polri menggelar rapat badan kepegawaian negara bukan ri memumuskan mekanisme perekrutan pegawai kpk tidak lulus tes wawasan kebangsaan twk,1.0,0.0,0.0
uu ite revisi uu kpk kerjaan nya sapa deh,0.0,0.0,1.0
kapolri jenderal listyo sigit prabowo perlu segera menjelaskan detail tawaran rekrutmen mantan pegawai komisi pemberantasan korupsi dipecat september lalu dinyatakan gagal tes wawasan kebangsaan twk tempokolom,1.0,0.0,0.0
didikmukrianto emang kpkri berani melakukan penyidikan wong pemerintah daerah dki beli tanah sendiri mereka ga berani ini konon menyangkut opung ketum golkar airlanggahrt,0.0,1.0,0.0
orang minoritas kaya saya gini ditambah awam otak mampu membuat analisa pemecatan murni karena tidak lulus tes wawasan kebangsaan,1.0,0.0,0.0
ridanulantary wanheartn bandarjuaranya dynitri cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews hayo kamu berjiwa ksatria kalau merasa bersalah berani minta maaf kuat tahan malu,0.0,1.0,0.0
anggota komisi iii dpr ri arsul sani mengapresiasi sikap kapolri jenderal pol listyo sigit prabowo yang niat menarik pegawai kpk yang lolos tes wawasan kebangsaan twk mjd asn polri terima kasih pak jokowi jokowi indonesiatangguh indonesiatumbuh,0.0,0.0,1.0
tomcruzz kpkri dajjal,1.0,0.0,0.0
denny siregar pak jokowi mantan satuan pengamanan kpk,0.0,0.0,1.0
beritaislampolemik bendera hti meja kpk uiy jelas propaganda busuk,0.0,0.0,1.0
uu mana polri kejaksaan harusnya direformasi bahkan kpk kena revisi uu,0.0,1.0,0.0
saya penasaran ame kpk yang difitnah sama bajer ga dibawa keranah hukum saja deh jelas bangetkan tdhannya ini kan pada ahli hukum tahu pasal mana yang bisa jerat meski ga pakai uuite,0.0,1.0,0.0
rizmaya jokowi mohmahfudmd kpkri makanya lulus tes wawasan kebangsaan ideologi nya non pancasila divhumaspolri menjadi perhatian,0.0,0.0,1.0
aksi jogja berangkat semarang sendiri gapernah tampil padahal pas kemarin aksi oktober pelemahan kpk salah satu kawan cornel di tangkap di represif isilop,0.0,1.0,0.0
andikamalreza kalau internal kpk bikin kacau lebih baik dipecat untung polri mau menerima disana dibina biar ga merasa yang punya kpk kpk semakin kuat mereka,1.0,0.0,0.0
doeloewong dennysiregar kpkri siap ndan,0.0,1.0,0.0
seseorang lulus tes wawasan kebangsaan twk padahal lahir amp besar nkri berarti masalah ideologi serius dirinya integritas mantan pegawai kpk menghilang bukan kekalahan kemenangan integritas,0.0,0.0,1.0
pegawai resmi dipecat september koalisi sipil jokowi salah satu otak pelemahan kpk,0.0,0.0,1.0
tsamaradki bulan februari raja juli antoni pernah demo menolak revisi uu kpk memakai kostum batman kamu tahu,0.0,1.0,0.0
kasih tahu ketua kpk diseleksi terlebih oleh pansel kemudian dpr memilih komisioner hasil seleksi pansel jadi presiden serta merta main tunjuk begini kok mau jadi presiden,0.0,1.0,0.0
oposisicerdas sipil oposisi mengatakan pejuang pejabat mengatakan sebaliknya kpk masyarakat terjadi pelemahan menurut pejabat memperkuat inilah hasil sistem demokrasi untuk kepentingan pejabat rakyat ditinggalkan,0.0,0.0,1.0
febridiansyah tatakhoiriyah benar eks satuan pengamanan kpk,1.0,0.0,0.0
ichanksrg hardjokondang febridiansyah dennysiregar kpkri nazaqistsha tatakhoiriyah jokowi gak otak mu kesitu urusan kapolri,0.0,0.0,1.0
leonitalestari memang kelakuannay hina dina kok kalau revisi uu kpk aku pergi ma mk komnas ham mewe minta jadi asn uwasu,0.0,1.0,0.0
menyebut siap ditempatkan mana asalkan presiden joko widodo jokowi mengakomodir rekomendasi komnas ham ombudsman tes wawasan kebangsaan twk pegawai kpk bermasalah jadi benar ini masalah kerjaan status asn bukan idealisme bravo teman-teman,0.0,1.0,0.0
dennysiregar kpkri ndengerin dennysiregar membicarakan agama sama ndenger in jokowi ngmong obligasi,1.0,0.0,0.0
dennysiregar budiyantotrio kpkri samanya semua juga menulis duitnya,0.0,1.0,0.0
ketumprodemnew aksioma jokowi kpkri airlanggahrt kayaknya nga mungkin berani kpk memanggilorang bisa istana bikin ujian twk untuk ketua kpk,1.0,0.0,0.0
detikcom twk test wawasan kebangsaan lolos dianggap dosa haduh pak dirman please deh,0.0,1.0,0.0
angedespoir johhhnygudhel september sdh lewat skip banyak anak bangsa lainnya yang butuh kesempatan amp perhatian negara masih harus terus mbulet melayani tuntutan enough is enough jokowi kpkri kspgoid bkngoid komnasham ombudsmanri dprri antikorupsi ylbhi pukatugm suarasetara,0.0,0.0,1.0
tahun sejak aksiaksi besar menolak revisi uu kpk dan penyingkiran pegawai kpk via twk kemarin jadi salah satu penanda reformasi benarbenar dikorupsi pshkindonesia merangkum gejalagejala mengeruhnya ekosistem hukum dlm makalah advokasi berikut,0.0,1.0,0.0
keadilan rasa sebaiknya polrispy tetap bisa mengabdi dlm memberantas korupsikalau bisa kuat polri kpk bubar sendiriwong polisi jaksa saja bisa gak perlu kpk kalau dihuni oknum itu,0.0,1.0,0.0
koordinator penggerak milenial indonesia pmi mengapresiasi upaya presiden jokowi kopolri bermaksud merekrut pegawai kpk tidak lulus tes wawasan kebangsaan twk kpk masuk menjadi asn polri,0.0,0.0,1.0
pegawai resmi dipecat september koalisi sipil jokowi salah satu otak pelemahan kpk,0.0,1.0,0.0
detikcom waahh kyknya makin seru niy gileeee org kpk yang beking diya yang namanya kebusukan ketahuan juga wait and see what lanjut,1.0,0.0,0.0
dennysiregar kpkri tinggal lihat cctv saja kalau tidak percaya bos,0.0,1.0,0.0
hinduantahir ferdinandhaean jokowi sedang apa bingung yang bingung kadrun novel pecat di bela matian kasus selesai kpk memecat novel,0.0,1.0,0.0
kpk lemah kok sedang apa coba takut,0.0,1.0,0.0
nazaqistsha febridiansyah sarankan setelah dipecat rekan mendirikan partai baru nyaleg sbg anggota dpr sehingga bisa membuat produk uu anti korupsi dan kpk yang lbh garang terhadap koruptor drpd lapor sana lapor sini masalah gak lolos twk mungkin rencana tuhan untuk orang mjd anggota dpr,0.0,0.0,1.0
chusnulch jokowi kpkri mohmahfudmd fadjroel kangdede menunggu komnas ham bereaksi membela yang lemah,0.0,0.0,1.0
dennysiregar kpkri kpk dilemahkan hahahahhah mungkin org yang lolos twk langsung kena om aziz hiiiii,0.0,1.0,0.0
pelemahan kpk kpk justru semakin berani profesional usut tangkap koruptor indonesia,0.0,1.0,0.0
polri ternyata melakukan pertemuan mantan pegawai kpk tidak lulus tes wawasan kebangsaan twk senin hasil pertemuan tersebut pegawaikpk,1.0,0.0,0.0
ferdinandhaean kpkri dprri mah gus agusagus,0.0,1.0,0.0
mrsrachelin kpkri nahhhh langsung sebut namanyabiar enak mecatnyayg gak layak dikasih ruang dilembaga negara,0.0,1.0,0.0
lokakarya berlangsung selama sesi menghadirkan langsung narasumber kpk ombudsman ri kementerian panrb memberikan penguatan pembangunan zona integritas imigrasimalang,0.0,0.0,1.0
salah satu rekomendasi tinjauan kedua relevan kondisi pelemahan kpk hari adalah negara didorong perkuat sumber daya kpk termasuk penguatan kapasitas pekerjanya pastikan independensi kewenangan kpk,0.0,0.0,1.0
pegawai dipecat besok koalisi sipil jokowi salah satu otak pelemahan kpk,0.0,0.0,1.0
kumparan kok baru sekarangada skenario apalagimasihkan kaitkan dengan twk kmarenpokoknya skenario awal sejak revisi uu kpk berjalan sesuai rencana kpk harus manut sama yang sana,0.0,0.0,1.0
,0.0,1.0,0.0
msaiddidu bos nya dibilang putar otak buat melindungi melindungi apa yah pembuat twk nya yang lindungi mah katanya wawasan kebangsaan memang institusinya beda gitu standar kebangsaan nya amburadul,1.0,0.0,0.0
readyforwar merasa paling hebat paling ngeberantas korupsi paling nasionalis padahal tes wawasan kebangsaan saja ga lulus pantas menganggap kpk ga ga kerja brantas korupsi dirinya,0.0,0.0,1.0
ferdinandhaean kpkri dprri kok kaget bang kadrun gitu,0.0,1.0,0.0
tokoh muhammadiyah ahmad syafii maarif akrab dipanggil buya syafii menilai tawaran pegawai komisi pemberantasan korupsi kpk masuk polri upaya pelemahan institusi kpk sendiri,0.0,1.0,0.0
dennysiregar wong soal bendera hti kok sampai bunga lalat diakui apa ga ada bendera hti tempat kerja kpk kalau terbukti foto benar adanya tinggal dicari afiliasinya siapa yang sealiran dalam tubuh kpk mau yang mecat si satuan pengamanan nb bukan urusan,1.0,0.0,0.0
ketumprodemnew jokowi kpkri airlanggahrt tidak dibiarkan segera ditindak lanjutijika ditemukan cakep bukti kuat sah sah saja bubarkan partainya proses oknum petinggi partainya neg tidak membutuhkan partai partai yang merugikan keuangan neg initangkap jk neg dirugikan,0.0,0.0,1.0
karedokleunca kpkri febridiansyah kenal bang,1.0,0.0,0.0
isu pelemahan kpk melalui twk relevan ponjagaprokes,1.0,0.0,0.0
cindybexter kspgoid jokowi handoko dprri kpkri radikal kamu mah cind,1.0,0.0,0.0
ferdinandhaean dergrosenjoe kpkri dprri toko sebelah banyak banget orangnya yang halu jadi presiden,1.0,0.0,0.0
ferdinandhaean kpkri dprri mana percaya diri beri komentar,1.0,0.0,0.0
oktadiantama posindo beacukaiindo kpkri jokowi pengiriman terpisah yang sepatu hitam datang lebih dikenakan tarif pajak rprb diantar rumah,0.0,1.0,0.0
republikaonline hight cost ri biasa sharusnya tlah terintegrasi ektp npwpamppaspor sbg profitability id masukan mckinsey atas loi imf th rakyat perlu terkejut awasi biaya dprri kemenkeuri bpkri bpkpgoid kpkri divhumaspolri kejaksaanri,1.0,0.0,0.0
niwseir kpkri lah lha kan emang buktinya tidak lulus tes wawasan kebangsaan berarti wawasan kebangsaan dianggap kurang bagus bukan yang salah itu,1.0,0.0,0.0
mudasirromini dennysiregar kpkri nazaqistsha febridiansyah ohh pantes allah ksh mata,0.0,0.0,1.0
arief poyuono bukti kpk tahan pemilik bank panin kuat,0.0,0.0,1.0
eks pegawai kpk tunggu jokowi sikapi pelanggaran bentuk ham malaministrasi twk via tribunmedan,0.0,0.0,1.0
anishafathina ga perlu bicara fahri bertanggungjawab atas pelemahan kpk koruptor sangat menikmati lemahnya kpk ini,1.0,0.0,0.0
cnnindonesia inilah salah stu keberhasilan revisi uu kpk dg status pegawai sbg asn smakin banyak yang saling berpegangan pemerintah dn dpr tinggal nunggu rkyt minta bubarkan kpk,0.0,0.0,1.0
djiddan jokowi kawanlbp kejaksaanri divhumaspolri pipkpk interpolhq un potus undp rri nhk kpktgov laporan pandora papers mengungkap kepemilikan aset perusahaan cangkang negara bebas pajak nama pejabat indonesia dalamnya,0.0,0.0,1.0
halah kemunduran kpk sudah sejak dulu di revisi uu kpk bapak salah satu org terlibat kemunduran kpk,1.0,0.0,0.0
